Слово,Пиньинь,Перевод слова
['进化'],['jìnhuà'],['эволюционировать; эволюция; прогресс']
['近来'],['jìnlái'],"['в последнее время, недавно']"
['经费'],['jīngfèi'],['расходы; денежные затраты']
['景象'],['jǐngxiàng'],"['сцена, вид, картина']"
['警告'],['jǐnggào'],['сделать предупреждение; предупреждать; предостеречь; предупреждение; предостережение; замечание']
['竞赛'],['jìngsài'],"['соревнование, состязание']"
['竞争'],['jìngzhēng'],"['соперничать, конкурировать; состязание; борьба, конкуренция']"
['酒鬼'],['jiǔguǐ'],"['пьяница, пьянчуга, алкоголик']"
['救灾'],['jiù zāi'],['помогать жертвам стихийных бедствий']
['居然'],['jūrán'],['вопреки ожиданиям; вдруг; неожиданно']
['局面'],['júmiàn'],"['обстоятельства; ситуация, обстановка, положение']"
['局长'],['júzhǎng'],['начальник управления или бюро']
['举动'],['jǔdòng'],"['действия, поведение; поступок, акция']"
['拒绝'],['jùjué'],"['отвергать, отказывать(ся), отклонять']"
['俱乐部'],['jùlèbù'],['клуб']
['剧本'],['jùběn'],['пьеса; сценарий']
['决不'],['jué bù'],"['никак не, ни в коем случае не']"
['绝望'],['jué wàng'],"['потерять надежду; безнадёжный, отчаянный, отчаяние']"
['军人'],['jūnrén'],"['солдат, военный, военнослужащий']"
['开幕'],['kāi mù'],['начинать']
['开幕式'],['kāimùshì'],['церемония открытия']
['看成'],['kànchéng'],"['считать за, рассматривать как']"
['看出'],['kànchū'],"['понимать, выяснять, видеть']"
['看待'],['kàndài'],"['обращаться как с; принимать за, рассматривать как']"
['考核'],['kǎohé'],"['проверять, аттестовывать; аттестация, проверка']"
['烤肉'],['kǎoròu'],['жарить мясо; жареное мясо']
['烤鸭'],['kǎoyā'],['жареная утка']
['靠近'],['kàojìn'],"['рядом, около, вблизи; приближаться, быть рядом']"
['颗'],['kē'],['зерно; зёрнышко; сч. слово для мелких круглых предметов']
['咳'],['ké'],"['кхэ! (звукоподражание кашлю); кашлять, закашливаться; ах! ахать, охать, вздыхать']"
['可'],['kě'],"['модальный глагол возможности (большей частью объективной) совершения действия: можно, возможно; допустимо, позволительно; разрешается; мочь; (в живой речь обычно в составе фразеологических единиц или в противопоставлениях)']"
['可怜'],['kělián'],"['жалкий, вызывающий жалость; плачевный; бедный, несчастный; жалеть, проявлять жалость']"
['可惜'],['kěxī'],"['жалеть, пожалеть; к сожалению, жаль, досадно; достойный сожаления, досадный']"
['渴望'],['kěwàng'],"['жаждать, жадно стремиться к, страстно желать; чаяние, стремление']"
['刻'],['kè'],"['вырезать, высекать, гравировать']"
['客户'],['kèhù'],['клиент; покупатель; заказчик']
['客气'],['kèqi'],"['вежливость; учтивый, вежливый; вести себя вежливо, церемониться, стесняться']"
['客厅'],['kètīng'],['гостиная']
['课题'],['kètí'],"['проблема, задача; тема урока']"
['肯定'],['kěndìng'],"['утвердительный; положительный; несомненно, безусловно; констатировать; утверждать']"
['空中'],['kōngzhōng'],"['в небе, в воздухе']"
['控制'],['kòngzhì'],"['контроль, власть; контролировать; держать под контролем']"
['口号'],['kǒuhào'],"['лозунг, слоган']"
['库'],['kù'],"['склад, хранилище; арсенал; база, библиотека; запасы']"
['快活'],['kuàihuo'],"['весёлый, радостный; веселье']"
['宽度'],['kuāndù'],['ширина']
['狂'],['kuáng'],"['сумасшедший, безумный; буйный, яростный; бурно, безудержно']"
['亏'],['kuī'],"['нести убытки; не хватать, недоставать; к счастью, удачно, что; обижать']"
['困扰'],['kùnrǎo'],"['беспокоить, изводить, озадачивать']"
['落'],['là'],"['пропустить (не написать, не напечатать иероглиф); пропуск; забыть']"
['来信'],['láixìn'],['полученное письмо']
['烂'],['làn'],"['развариваться, распариваться, перевариваться']"
['朗读'],['lǎngdú'],"['читать вслух, декламировать']"
['浪漫'],['làngmàn'],['романтичный']
['劳动'],['láodòng'],['физический труд; трудовые усилия']
['梨'],['lí'],['груша']
['礼'],['lǐ'],"['подарок; вежливость, этикет; церемония; норма поведения; уважать']"
['礼拜'],['lǐbài'],['неделя; день недели; (разг.) воскресенье']
['礼貌'],['lǐmào'],"['этикет, вежливость; корректность; вежливый']"
['厉害'],['lìhai'],"['невыносимый; суровый; лихой; крутой, сильный; классный']"
['立'],['lì'],"['стоять; возвышаться; устанавливать; составлять (документ); назначать; немедленно, тут же']"
['立场'],['lìchǎng'],['платформа; позиция; установка; подход']
['利润'],['lìrùn'],['прибыль; доход']
['例外'],['lìwài'],['исключение (из правила); из ряда вон выходящий; исключительно']
['连接'],['liánjiē'],"['соединяться, смыкаться, примыкать друг к другу; сообщаться; соединительный; связующий; соединение, контакт; подключение, связь']"
['联络'],['liánluò'],['связь; связываться; поддерживать связь']
['联想'],['liánxiǎng'],['ассоциация; ассоциации по ассоциации; напоминать; воскрешать в памяти']
['脸盆'],['liǎnpén'],['таз для умывания']
['脸色'],['liǎnsè'],"['цвет лица, внешний вид, выражение лица']"
['恋爱'],['liànài'],"['любовь, влюблённость; горячо любить']"
['两岸'],['liǎngàn'],"['две стороны; обе стороны, оба берега; Тайвань и материковый Китай']"
['邻居'],['línjū'],['сосед; соседство']
['铃'],['líng'],"['колокольчик, бубенчик; звонок']"
['铃声'],['língshēng'],"['рингтон, мелодия на телефоне']"
['领带'],['lǐngdài'],['галстук']
['令'],['lìng'],"['заставлять, вызывать; приказывать; приказ, декрет']"
['流动'],['liúdòng'],"['течь, циркулировать; перемещаться с места на место']"
['流通'],['liútōng'],['циркулировать; протекать до ; протекать сквозь; находиться в обращении']
['漏'],['lòu'],"['протекать; пропускать воду; давать течь; прохудившийся, худой']"
['漏洞'],['lòudòng'],"['течь, брешь; пробел, упущение, лазейка']"
['逻辑'],['luóji'],['логика; логический; логичный']
['落实'],['luòshí'],"['осуществить, реализовать; внедрить, ввести; практический, реальный; действенный']"
['码头'],['mǎtóu'],"['пристань, причал, порт']"
['骂'],['mà'],"['ругать(ся), бранить(ся), поносить; брань, ругань']"
['买卖'],['mǎimài'],"['покупать и продавать; бизнес, сделка']"
['漫长'],['màncháng'],"['длительный, долгий; затяжной']"
['漫画'],['mànhuà'],"['карикатура, манга (комиксы)']"
['毛笔'],['máobǐ'],"['писчая кисть, ручка-кисточка']"
['矛盾'],['máodùn'],['противоречие; конфликт']
['冒'],['mào'],"['испускать, издавать; подвергаться']"
['贸易'],['màoyì'],['торговля; коммерческая деятельность; торговать']
['煤'],['méi'],['уголь']
['煤气'],['méiqì'],"['угольный газ, газ']"
['门诊'],['ménzhěn'],"['врачебная консультация, амбулаторный приём; амбулаторный; поликлиника; амбулатория; медицинский пункт']"
['迷人'],['mírén'],"['обворожительный, пленительный, чарующий']"
['迷信'],['míxìn'],"['суеверия; слепо верить, преклоняться; слепая вера, преклонение']"
['面貌'],['miànmào'],['лицо; физиономия; наружность; внешность']
['面子'],['miànzi'],"['престиж, доброе имя, репутация; внешность; внешний, наружный']"
['秒'],['miǎo'],['секунда']
['敏感'],['mǐngǎn'],['чувствительность; чутьё ; чувствительный; чуткий; восприимчивый']
['明亮'],['míngliàng'],['яркий']
['明明'],['míngmíng'],"['ясно, отчётливо; очевидно']"
['命令'],['mìnglìng'],['приказ; команда']
['模范'],['mófàn'],"['стандарт; трафарет; шаблон; модель, образец; норма']"
['模仿'],['mófǎng'],"['одражать, имитировать; перенимать; имитация, подражание']"
['模糊'],['móhu'],"['неясный, смутный, туманный, расплывчатый']"
['模式'],['móshì'],"['модель, образец, паттерн, тип, режим']"
['摩擦'],['mócā'],"['тереть(ся); трение; трения, разногласия']"
['摩托'],['mótuō'],['мотор; мотоцикл']
['模样'],['múyàng'],"['наружность, вид, облик; форма, модель; около; примерно']"
['目光'],['mùguāng'],['взор; взгляд; кругозор; знание; эрудиция']
['耐心'],['nàixīn'],['терпеливый; терпеливо; терпение']
['男性'],['nánxìng'],['мужской пол']
['南北'],['nánběi'],['север и юг; с севера на юг']
['南极'],['nánjí'],['Южный полюс']
['难得'],['nándé'],"['труднодостижимый, редкий, уникальный']"
['难以'],['nányǐ'],['быть трудным']
['脑子'],['nǎozi'],"['мозг, разум']"
['内在'],['nèizài'],['внутренний; имманентный']
['能量'],['néngliàng'],['(физ.) энергия; способность; сила']
['年度'],['niándù'],['год (период); годовой']
['年龄'],['niánlíng'],['возраст']
['年前'],['niánqián'],['до китайского Нового года']
['牛'],['niú'],"['упрямый, высокомерный']"
['牛仔裤'],['niúzǎikù'],['джинсы']
['农产品'],['nóngchǎnpǐn'],"['сельскохозяйственная продукция, продукция сельского хозяйства']"
['女性'],['nǚxìng'],"['женственность, женский пол, женщина']"
['暖'],['nuǎn'],"['теплый; греть, нагревать']"
['偶尔'],['ǒuěr'],"['случайно; от случая к случаю; изредка, время от времени, иногда']"
['偶然'],['ǒurán'],"['случайный, непредвиденный; нечаянно; неожиданно; внезапно; вдруг']"
['偶像'],['ǒuxiàng'],"['идол, кумир, статуя']"
['拍摄'],['pāishè'],"['делать (снимок), снимать (фильм)']"
['排除'],['páichú'],"['вытеснять, устранять; исключать; ликвидировать']"
['旁'],['páng'],"['сторона, бок; боковая графема (в иероглифе); другой, иной']"
['陪'],['péi'],['составить компанию; сопровождать']
['赔'],['péi'],"['терпеть убытки; возмещать, компенсировать; извиняться']"
['赔偿'],['péicháng'],"['возмещать, компенсировать, компенсация']"
['配备'],['pèibèi'],['снабдить; оснастить; распределить; расставить']
['配套'],['pèi tào'],"['комплектовать; комплект, комплексный']"
['喷'],['pēn'],"['извергать, выбрасывать, фонтанировать; брызгать (слюной); чихать, фыркать']"
['盆'],['pén'],['сущ./сч. слово таз; плошка; чашка; миска; ванна; чан']
['披'],['pī'],"['набрасывать на плечи, накидывать (одежду); раскрывать, раздвигать, разворачивать']"
['皮肤'],['pífū'],"['кожа, кожный покров']"
['皮鞋'],['píxié'],['кожаная обувь']
['脾气'],['píqi'],['характер; нрав; норов']
['匹'],['pǐ'],"['обыкновенный, рядовой; счётное слово для лошадей: голова, штука']"
['骗'],['piàn'],"['обманывать, дурачить']"
['骗子'],['piànzi'],"['мошенник, обманщик, жулик, плут']"
['拼'],['pīn'],"['складывать вместе, соединять']"
['频道'],['píndào'],['частота; канал телевидения']
['频繁'],['pínfán'],['многократный; частый; часто повторяющийся']
['品'],['pǐn'],"['предмет, продукт; сорт, класс; характер, (моральные) качества; разнообразие']"
['品'],['pǐn( gōngyìpǐn)'],"['вещь, предмет; изделие, продукт']"
['品种'],['pǐnzhǒng'],['порода (животных); сорт (растений); ассортимент']
['平坦'],['píngtǎn'],"['ровный, гладкий; плоский; равнина']"
['平原'],['píngyuán'],['равнина']
['评估'],['pínggū'],['оценивать; расценка']
['评论'],['pínglùn'],"['комментарий, суждение; отзыв; комментировать']"
['凭'],['píng'],"['основываться на ; на основании, согласно; благодаря']"
['泼'],['pō'],"['лить; проливать; рассыпать; энергичный; охотно, бурный']"
['葡萄'],['pútao'],['виноград']
['葡萄酒'],['pútaojiǔ'],['вино']
['期望'],['qīwàng'],"['надеяться, ожидать; ожидание']"
['齐全'],['qíquán'],['полный; полностью; в полном ассортименте']
['其'],['qí'],"['тот, такой; он, она, оно, они; его, ее, их']"
['启动'],['qǐdòng'],['включать (напр. двигатель; приводить в движение; запускать (операцию); приступать к выполнению']
['启发'],['qǐfā'],"['наставлять, просвещать, поучать, вразумлять']"
['启事'],['qǐshì'],"['объявлять, извещать; объявление']"
['起到'],['qǐdào'],"['вести к, приводить к']"
['起码'],['qǐmǎ'],['по меньшей мере; как минимум; минимальный; элементарный']
['气体'],['qìtǐ'],['газ']
['气象'],['qìxiàng'],['метеорологические явления; метеорологический; обстановка; картина']
['签'],['qiān'],"['расписываться, подписывать; давать краткий комментарий']"
['签订'],['qiāndìng'],['согласовывать и подписывать']
['签名'],['qiān míng'],"['подпись; ставить подпись, подписывать']"
['签约'],['qiān yuē'],['подписывать контракт']
['签证'],['qiānzhèng'],"['виза, визировать']"
['签字'],['qiān zì'],"['расписываться, ставить подпись']"
['前景'],['qiánjǐng'],['передний план; перспективы']
['前提'],['qiántí'],"['предпосылка; условие, предусловие']"
['欠'],['qiàn'],"['недоставать, не хватать; задолжать, быть в долгу']"
['枪'],['qiāng'],"['пика, копьё; пистолет; ствол; трубка, горелка']"
['强度'],['qiángdù'],"['интенсивность, сила']"
['墙壁'],['qiángbì'],['стена']
['抢'],['qiǎng'],"['отнимать силой, грабить, захватывать, урывать; похищать']"
['抢救'],['qiǎngjiù'],"['спешить на помощь, оказывать срочную помощь, спасать, реанимировать']"
['强迫'],['qiǎngpò'],"['принуждать, вынуждать; вынужденный']"
['悄悄'],['qiāoqiāo'],['потихоньку; тихо; под шумок']
['敲'],['qiāo'],['стучать; колотить; бить; вымогать; обдирать (разг.)']
['敲门'],['qiāo mén'],['стучать в дверь']
['瞧'],['qiáo'],"['глядеть, смотреть']"
['琴'],['qín'],['определенные музыкальные инструменты; китайская цитра']
['勤奋'],['qínfèn'],['усердный; старательный; старательно; усердно']
['青'],['qīng'],"['густой, глубокий, яркий; темно-голубой, ярко-синий,яркозеленый; весенний; молодой; цветущий']"
['清晨'],['qīngchén'],"['рассвет, заря; на рассвете, рано утром']"
['清理'],['qīnglǐ'],['привести в порядок; разобрать; рассчитаться; погасить; ликвидировать']
['情节'],['qíngjié'],['развитие событий; сюжет; перипетии']
['情形'],['qíngxing'],"['обстановка; положение, ситуация, обстоятельства']"
['晴朗'],['qínglǎng'],"['ясный, чистый, безоблачный']"
['区域'],['qūyù'],['район; регион; зона']
['全都'],['quándōu'],"['все, полностью']"
['全世界'],['quán shìjiè'],['весь мир']
['泉'],['quán'],"['(водный) источник, родник; выход источника на поверхность']"
['劝'],['quàn'],"['убеждать, уговаривать, увещевать; советовать, рекомендовать']"
['缺乏'],['quēfá'],['недоставать; не хватать; отсутствовать']
['确立'],['quèlì'],['установить']
['群体'],['qúntǐ'],"['группа, совокупность']"
['群众'],['qúnzhòng'],['массы; массовый']
['染'],['rǎn'],['красить; окрашивать; заразиться; заразный; измазаться; испачкаться']
['绕'],['rào'],"['мотать; наматывать; обматывать; обходить; кружить; объезжать; обманывать, надувать']"
['热量'],['rèliàng'],"['калория, количество тепловой энергии']"
['热门'],['rèmén'],['вызывающий огромный интерес; широко популярный; востребованный']
['人间'],['rénjiān'],['среди людей; в мире']
['人力'],['rénlì'],['человеческая сила']
['人士'],['rénshì'],"['деятель, представитель; лицо, фигура']"
['人物'],['rénwù'],"['человек; люди; лицо; личность; фигура; персона, особа; деятель; действующее лицо; персонаж']"
['忍'],['rěn'],"['стерпеть, выносить; сдерживать (смех, слёзы); разрешать, позволять; исполнять обязанности, служить']"
['忍不住'],['rěn bu zhù'],['терять терпение; не терпеть; не удержаться']
['忍受'],['rěnshòu'],"['терпеть; сносить, выносить; выдерживать']"
['认'],['rèn'],"['узнавать, распознавать; признавать; вступать в отношения с; ыбрать на себя, предлагать сделать; мириться с']"
['认定'],['rèndìng'],['признать; увериться; считать доказанным']
['扔'],['rēng'],['бросать; кидать; выбрасывать']
['仍旧'],['réngjiù'],['по-старому; как и прежде; по-прежнему']
['如此'],['rúcǐ'],"['так, такой']"
['如同'],['rútóng'],"['быть похожим на, быть как, быть словно']"
['如下'],['rúxià'],"['как следует ниже, как указано ниже']"
['入门'],['rù mén'],"['овладевать элементарными знаниями, изучать основы; элементарный курс, вводный курс']"
['软'],['ruǎn'],['мягкий; гибкий']
['软件'],['ruǎnjiàn'],"['программное обеспечение, программа']"
['洒'],['sǎ'],"['поливать, смачивать, брызгать; рассыпать, разбрасывать; ронять']"
['散'],['sǎn'],"['рассыпаться, разваливаться; распадаться; расформировываться, свободный, расслабленный, разрозненный']"
['散文'],['sǎnwén'],['проза; эссе']
['杀'],['shā'],"['убивать, умерщвлять; казнить']"
['杀毒'],['shā dú'],"['удалять вирус, уничтожать вирус']"
['沙漠'],['shāmò'],['пустыня']
['傻'],['shǎ'],"['глупый, тупой']"
['山区'],['shānqū'],['горный район']
['扇'],['shān'],['обмахиваться (веером); махать; обвевать; веять; нагонять ветерок; раздувать']
['扇'],['shàn'],"['веер, опахало; сч. слово для створок, дверей, окон']"
['扇子'],['shànzi'],['веер']
['商标'],['shāngbiāo'],"['товарный знак, торговая марка, бренд']"
['上级'],['shàngjí'],"['вышестоящая инстанция; начальство, высшая степень; высший ранг']"
['上下'],['shàngxià'],"['все люди в пределах к.-либо круга; верх и низ, верхи и низы; превосходство и отставание; указание на примерное число; подниматься и спускаться']"
['上涨'],['shàngzhǎng'],"['подниматься, повышаться, расти']"
['稍'],['shāo'],"['немного, малость, чуть-чуть']"
['稍微'],['shāowēi'],"['слегка, немного; чуть-чуть']"
['蛇'],['shé'],['змея; змеиный; змеевидный']
['舍不得'],['shěbude'],"['не желать, не хотеть']"
['舍得'],['shěde'],"['быть готовым отказаться от, не пожалеть']"
['设想'],['shèxiǎng'],"['представлять себе, воображать; предположение; концепция']"
['社'],['shè'],"['общество, объединение; агентство, служба; бог земли']"
['社区'],['shèqū'],"['сообщество, общество, комьюнити, община']"
['射'],['shè'],"['стрелять, вести огонь; впрыскивать; намекать на; выпускать, излучать']"
['射击'],['shèjī'],['стрелять; вести огонь; стрельба; огонь']
['摄像'],['shèxiàng'],"['снимать видеокамерой, делать видеозапись']"
['摄像机'],['shèxiàngjī'],['видеокамера']
['摄影'],['shèyǐng'],"['фотографировать, снимать; делать киносъёмку; фотосъёмка; киносъёмка']"
['摄影师'],['shèyǐngshī'],['кинооператор; фотограф']
['伸'],['shēn'],"['вытягивать, протягивать; распрямлять']"
['深处'],['shēnchù'],"['глубь, глубина']"
['深度'],['shēndù'],['глубина']
['神'],['shén'],"['дух, энергия; бог, божество; выражение, вид; чудесный, сверхъестественный']"
['神经'],['shénjīng'],['нерв; нервная система; нервный']
['神奇'],['shénqí'],['сказочный; волшебный; чудесный']
['神情'],['shénqíng'],"['выражение, вид']"
['升高'],['shēnggāo'],"['подниматься, восходить, увеличиваться, расти']"
['生成'],['shēngchéng'],"['образовывать, формировать, производить']"
['声'],['shēng'],"['голос, звук; счетное слово для звуков']"
['胜负'],['shèngfù'],"['победа или поражение; исход сражения; исход, окончательный результат']"
['剩'],['shèng'],['оставаться; быть в остатке; оставшийся']
['剩下'],['shèngxia'],"['быть в остатке, оставаться']"
['失误'],['shīwù'],"['упущение, ошибка, промах, оплошность']"
['师傅'],['shīfu'],['мастер; наставник']
['诗歌'],['shīgē'],"['стих, поэма']"
['十足'],['shízú'],['чистый; стопроцентный; абсолютный; полный; чистейший']
['时常'],['shícháng'],"['часто, постоянно, всегда']"
['时光'],['shíguāng'],['время; пора; период времени']
['时机'],['shíjī'],"['случай, удобный момент, возможность']"
['时事'],['shíshì'],['текущие дела']
['实惠'],['shíhuì'],['реальная польза; действительная выгода; практичный']
['拾'],['shí'],"['подобрать, поднять; собирать']"
['使得'],['shǐde'],"['годиться, подходить; приводить к, вызывать']"
['示范'],['shìfàn'],['показать пример; примерный; показательный; образцовый']
['式'],['shì'],"['модель, тип, образец; формула']"
['势力'],['shìli'],"['сила, мощь, влияние, могущество']"
['试图'],['shìtú'],"['пытаться, пробовать; попытка']"
['视频'],['shìpín'],"['видео, видеоролик, клип']"
['视为'],['shìwéi'],"['смотреть как на, рассматривать как, считать за']"
['收购'],['shōugòu'],"['покупка, приобретение']"
['收集'],['shōují'],['собирать; содержать']
['收拾'],['shōushi'],['собирать; прибирать; ремонтировать; сводить счёты']
['手段'],['shǒuduàn'],"['средство, мера, метод']"
['手法'],['shǒufǎ'],"['редство, приём, техника; уловка, трюк']"
['寿司'],['shòusī'],['суши']
['受灾'],['shòu zāi'],['пострадать от стихийного бедствия']
['瘦'],['shòu'],['худой']
['书法'],['shūfǎ'],['каллиграфия; почерк']
['书柜'],['shūguì'],['книжный шкаф']
['书桌'],['shūzhuō'],['стол для занятий; письменный стол']
['输出'],['shūchū'],"['экспортировать, выпускать']"
['蔬菜'],['shūcài'],"['овощи, овощ']"
['熟悉'],['shúxī'],"['быть в курсе дела, быть хорошо знакомым; знакомый']"
['鼠'],['shǔ'],"['мышь, крыса']"
['鼠标'],['shǔbiāo'],['компьютерная мышь']
['数目'],['shùmù'],"['количество, сумма']"
['摔'],['shuāi'],"['падать; ронять и разбивать; быстро снижаться; бросать, швырять']"
['摔倒'],['shuāidǎo'],['упасть; грохнуться; свалить; повалить']
['率领'],['shuàilǐng'],"['возглавлять, вести, командовать; руководство, командование']"
['双手'],['shuāng shǒu'],"['две руки, обе руки']"
['水产品'],['shuǐchǎnpǐn'],['продукты водного промысла']
['水分'],['shuǐfèn'],['процент содержания воды; влажность; влага']
['水库'],['shuǐkù'],"['водохранилище, искусственный водоем']"
['水灾'],['shuǐzāi'],"['наводнение, потоп']"
['睡眠'],['shuìmián'],['сон']
['说法'],['shuōfǎ'],"['формулировка, способ сказать что-то; изложение, версия; объяснение, заключение']"
['硕士'],['shuòshì'],"['специалист, магистр; большой (благородный, мудрый) человек']"
['私人'],['sīrén'],"['частное лицо; частный, личный']"
['思维'],['sīwéi'],['мышление; мыслить; думать']
['四周'],['sìzhōu'],"['окрестность, округа, со всех сторон']"
['搜'],['sōu'],"['искать, обыскивать, разыскивать']"
['搜索'],['sōusuǒ'],['разыскивать; вести поиск; поиск']
['宿舍'],['sùshè'],['общежитие']
['酸甜苦辣'],['suān-tián-kǔ-là'],"['кислое, сладкое, горькое и острое; (обр.) радости и горести, превратности судьбы']"
['随后'],['suíhòu'],"['вскоре, сразу после, тотчас же']"
['随意'],['suí yì'],"['по желанию; согласно желанию, произвольно, вольно']"
['随着'],['suízhe'],"['следуя, вслед за; по мере того, как']"
['岁月'],['suìyuè'],"['годы и месяцы; время, период']"
['碎'],['suì'],"['разбить, расколоть, размозжить, раскрошить']"
['损害'],['sǔnhài'],"['вредить, портить, причинять ущерб']"
['损失'],['sǔnshī'],['потеря; ущерб; урон; убыток; понести убытки; потерять']
['所在'],['suǒzài'],"['место, местонахождение']"
['锁'],['suǒ'],"['замок, запор']"
['台风'],['táifēng'],['тайфун; ураганный ветер с моря; аткерское мастерство']
['抬'],['tái'],['поднимать; повышать; нести вдвоём']
['抬头'],['tái tóu'],['поднимать голову; место на квитанции для имени плательщика']
['太空'],['tàikōng'],['космос; космический']
['弹'],['tán'],"['играть на струнном инструменте; играть на клавишном инструменте; щелкать пальцем по, слегка ударять по']"
['逃'],['táo'],"['бежать, скрыться, сбежать; обратиться в бегство']"
['逃跑'],['táopǎo'],['бежать; обратиться в бегство; убежать']
['逃走'],['táozǒu'],"['сбегать, обращаться в бегство']"
['桃'],['táo'],['персиковое дерево; персик']
['桃花'],['táohuā'],['цветы персика (символ женщины)']
['桃树'],['táoshù'],['персиковое дерево']
['讨厌'],['tǎo yàn'],['испытывать отвращение; отвращение; надоесть; надоедливый; докучливый']
['特定'],['tèdìng'],['специальный; особенный; особый; предусмотренный; оговоренный']
['特性'],['tèxìng'],"['характер, характеристика, черта']"
['特有'],['tèyǒu'],"['специфический, характерный, присущий, свойственный']"
['提倡'],['tíchàng'],['выдвинуть; положить начало; выступить с инициативой']
['提起'],['tíqǐ'],"['упоминать, заговаривать о']"
['提示'],['tíshì'],"['напоминать; указывать; подсказывать; подсказка; подача, объяснение']"
['题材'],['tícái'],['материал по избранной теме; сюжет; фабула; содержание']
['体积'],['tǐjī'],['объём; кубатура; объёмный; габариты']
['体力'],['tǐlì'],['физическая сила']
['天才'],['tiāncái'],"['гений, талант; незаурядная личность, самородок']"
['天然气'],['tiānránqì'],['природный газ']
['天文'],['tiānwén'],['небесные тела и явления; астрономия; астрономический']
['调节'],['tiáojié'],"['регулировать, настраивать; приспосабливать; регулировка']"
['调解'],['tiáojiě'],['мирить; примирять']
['厅'],['tīng'],"['зал, гостиная; государственное учреждение или департамент']"
['停留'],['tíngliú'],"['оставаться, останавливаться']"
['通用'],['tōngyòng'],"['иметь повсеместное применение; общеупотребительный, общего назначения']"
['偷'],['tōu'],"['воровать, красть, вор, украдкой, тайком']"
['偷偷'],['tōutōu'],"['украдкой, тайком']"
['突破'],['tūpò'],"['прорвать (напр., блокаду); превысить, превзойти; побить (напр., рекорд)']"
['土豆'],['tǔdòu'],['картофель']
['吐'],['tǔ'],['плевать; выплёвывать']
['吐'],['tù'],"['рвать, блевать, тошнить; плевать(ся)']"
['兔'],['tù'],"['заяц, кролик']"
['团长'],['tuánzhǎng'],['командир полка']
['推行'],['tuīxíng'],"['осуществлять, внедрять, проводить в жизнь']"
['脱离'],['tuōlí'],"['уйти (напр., от опасности); потерять связи; (перен.) оторваться; отрыв']"
['外界'],['wàijiè'],"['внешняя среда, внешний мир; окружающая обстановка, внешние условия; внешний']"
['完了'],['wánle'],"['подходить к концу, заканчиваться, завершаться, терпеть неудачу']"
['微博'],['wēibó'],['микроблог']
['为难'],['wéinán'],['ставить в затруднительное положение; создавать трудности; затруднения']
['为期'],['wéiqī'],['сроком; на какой-либо срок; назначить срок']
['为止'],['wéizhǐ'],"['вплоть до, по; продолжаться по']"
['为主'],['wéizhǔ'],['полагаться главным образом на; уделять больше всего внимания']
['违法'],['wéi fǎ'],"['нарушать закон, быть незаконным']"
['违反'],['wéifǎn'],['нарушать; отступать (от правил); идти вразрез с']
['违规'],['wéi guī'],"['совершать нарушение, отступать от правил']"
['围绕'],['wéirào'],"['окружать; опоясывать, вокруг чего-либо']"
['唯一'],['wéiyī'],"['единственный, единичный']"
['委托'],['wěituō'],"['поручить, доверить; уполномочить; комиссионный']"
['卫星'],['wèixīng'],['спутник; сателлит; космический аппарат']
['胃'],['wèi'],['желудок; желудочный']
['慰问'],['wèiwèn'],['справиться о здоровье; выразить сочувствие (симпатию); навестить']
['温和'],['wēnhé'],['тёплый; мягкий; кроткий']
['文艺'],['wényì'],['литература и искусство; художественная литература']
['卧室'],['wòshì'],['спальня']
['握'],['wò'],"['держать, схватывать; пожимать (руки); владеть, контролировать; сжимать (кулак)']"
['污染'],['wūrǎn'],"['загрязнить, запачкать; грязь, пятно']"
['污水'],['wūshuǐ'],['сточные воды']
['屋'],['wū'],"['дом, комната']"
['无奈'],['wúnài'],['ничего нельзя поделать; ничего не поделаешь; к сожалению']
['无疑'],['wúyí'],"['несомненный, бесспорный']"
['舞'],['wǔ'],['танцевать; размахивать; играть с; танец']
['物价'],['wùjià'],['цена (товара); товарные цены']
['物业'],['wùyè'],"['недвижимое имущество, недвижимость; управление недвижимостью']"
['物质'],['wùzhì'],"['материя, вещество; материальный, вещественный']"
['误解'],['wùjiě'],"['недопонимать, превратно понимать, ошибочно истолковывать; непонимание']"
['西红柿'],['xīhóngshì'],['помидор; томатный']
['西装'],['xīzhuāng'],['костюм']
['喜剧'],['xǐjù'],['комедия']
['戏'],['xì'],"['представление, пьеса, драма']"
['戏剧'],['xìjù'],"['драма; театр; драматический; театральный, пьеса']"
['吓'],['xià'],['пугать(ся)']
['先后'],['xiānhòu'],"['раньше или позже, приоритет; последовательно, один за другим']"
['先前'],['xiānqián'],"['прежде, в прежнее время, раньше']"
['鲜艳'],['xiānyàn'],"['яркий, красочный; сочный, свежий']"
['闲'],['xián'],"['праздный, незанятый; неиспользуемый, свободный']"
['显'],['xiǎn'],"['быть отчетливо видным; показывать; явный, очевидный; (о славе или силе) великий']"
['现有'],['xiànyǒu'],"['иметь в настоящее время; наличествующий, имеющийся, доступный на данный момент']"
['现状'],['xiànzhuàng'],"['современная обстановка, существующее положение; состояние на текущий момент, статус-кво']"
['线索'],['xiànsuǒ'],"['нить (разговора, мыслей); ключ к пониманию (разгадке); зацепка, улика']"
['献'],['xiàn'],"['преподносить, отдавать, посвящать; показывать, демонстрировать']"
['乡'],['xiāng'],"['деревня, село; родные места; волость (административная единица)']"
['乡村'],['xiāngcūn'],"['деревня, село, сельская местность']"
